gap_id,e_max_m,rms_m
1,1.7558881696172888,0.11954407427110211
2,11.836636900997457,2.5130866403825833
3,11.84955103803865,4.413861609993671
4,11.862459203046393,5.720348061330938
5,11.875358891619564,6.785010563782932
6,11.87363605629262,7.698884447205587
7,11.886529532024541,8.525589476215222
8,11.90121365455999,9.283831779608915
9,13.39029887247393,8.798803189756947
10,17.393292017192106,15.04300255146341
11,17.32877604862144,14.95225501573554
12,13.381779193923128,8.827538454558045
13,11.901151434927433,9.288209108573623
14,11.886518989745943,8.530376114275292
15,11.87362488791374,7.704174172237764
16,11.875348397502526,6.791015984945286
17,11.862448901575595,5.7274565718854085
18,11.84953967701353,4.4230525534499385
19,11.836626117911058,2.5291644682903542
20,1.8290498226890763,0.12708419020640452
