gap_id,e_max_m,rms_m
1,0.6868926892204595,0.6095115415459342
2,0.6868869098332507,0.6116079767418314
3,0.6868824308081639,0.6136985489634207
4,0.686875230654933,0.6157798825064873
5,0.6868694753485042,0.6178550925346807
6,0.686864129415336,0.6199237113571053
7,0.6868582537050071,0.6219848898360595
8,0.6886473593386125,0.6248801687285046
9,7.983909750170592,4.439195379484604
10,2.849384639662442,2.451091916206099
11,2.920283277349502,2.4722555557178683
12,7.883835716505279,4.385901700001879
13,0.6885949646643087,0.6249425512512063
14,0.6868583551311832,0.6220724852929166
15,0.6868638696298116,0.6200114022986165
16,0.6868699139056008,0.6179436297602279
17,0.6868748986270684,0.6158680098948892
18,0.6868822432649796,0.6137872245293322
19,0.6868865296438261,0.611697140711541
20,0.6868927424850756,0.6096011310165983
